"market","coin","coinname"
"gate-io","Gas","Gas#gate-io"
"gate-io","0x","0x#gate-io"
"gate-io","FunFair","FunFair#gate-io"
"gate-io","Request Network","Request Network#gate-io"
"gate-io","Maker","Maker#gate-io"
"gate-io","Lisk","Lisk#gate-io"
"gate-io","district0x","district0x#gate-io"
"gate-io","OAX","OAX#gate-io"
"gate-io","Waves","Waves#gate-io"
"gate-io","Power Ledger","Power Ledger#gate-io"
"gate-io","Aeron","Aeron#gate-io"
"gate-io","Augur","Augur#gate-io"
"gate-io","DigixDAO","DigixDAO#gate-io"
"gate-io","Wings","Wings#gate-io"
"cex-io","Bitcoin","Bitcoin#cex-io"
"cex-io","Ripple","Ripple#cex-io"
"cex-io","Ethereum","Ethereum#cex-io"
"cex-io","Bitcoin Cash","Bitcoin Cash#cex-io"
"cex-io","Dash","Dash#cex-io"
"cex-io","Zcash","Zcash#cex-io"
"cex-io","Bitcoin Gold","Bitcoin Gold#cex-io"
"coinbene","CyberMiles","CyberMiles#coinbene"
"coinbene","Litecoin","Litecoin#coinbene"
"coinbene","Ethereum","Ethereum#coinbene"
"coinbene","Aeternity","Aeternity#coinbene"
"coinbene","Nuls","Nuls#coinbene"
"coinbene","Moeda Loyalty Points","Moeda Loyalty Points#coinbene"
"coinbene","Ripple","Ripple#coinbene"
"coinbene","OmiseGO","OmiseGO#coinbene"
"coinbene","Tether","Tether#coinbene"
"coinbene","Bitcoin Diamond","Bitcoin Diamond#coinbene"
"coinbene","Bitcoin","Bitcoin#coinbene"
"coinbene","Bitcoin Cash","Bitcoin Cash#coinbene"
"bitcoin-indonesia","Nxt","Nxt#bitcoin-indonesia"
"bitcoin-indonesia","Bitcoin","Bitcoin#bitcoin-indonesia"
"bitcoin-indonesia","Ripple","Ripple#bitcoin-indonesia"
"bitcoin-indonesia","Stellar","Stellar#bitcoin-indonesia"
"bitcoin-indonesia","ZCoin","ZCoin#bitcoin-indonesia"
"bitcoin-indonesia","Ethereum","Ethereum#bitcoin-indonesia"
"bitcoin-indonesia","Waves","Waves#bitcoin-indonesia"
"bitcoin-indonesia","Dogecoin","Dogecoin#bitcoin-indonesia"
"bitcoin-indonesia","Bitcoin Cash","Bitcoin Cash#bitcoin-indonesia"
"bitcoin-indonesia","Litecoin","Litecoin#bitcoin-indonesia"
"bitcoin-indonesia","Bitcoin Gold","Bitcoin Gold#bitcoin-indonesia"
"bitcoin-indonesia","Ethereum Classic","Ethereum Classic#bitcoin-indonesia"
"bitcoin-indonesia","NEM","NEM#bitcoin-indonesia"
"bitcoin-indonesia","BitShares","BitShares#bitcoin-indonesia"
"bitcoin-indonesia","Dash","Dash#bitcoin-indonesia"
"koinex","Ripple","Ripple#koinex"
"koinex","Bitcoin","Bitcoin#koinex"
"koinex","Ethereum","Ethereum#koinex"
"koinex","Litecoin","Litecoin#koinex"
"koinex","Bitcoin Cash","Bitcoin Cash#koinex"
"kucoin","DeepBrain Chain","DeepBrain Chain#kucoin"
"kucoin","KuCoin Shares","KuCoin Shares#kucoin"
"kucoin","Ethereum","Ethereum#kucoin"
"kucoin","Bounty0x","Bounty0x#kucoin"
"kucoin","Red Pulse","Red Pulse#kucoin"
"kucoin","NEO","NEO#kucoin"
"kucoin","Dent","Dent#kucoin"
"kucoin","Dragonchain","Dragonchain#kucoin"
"kucoin","Litecoin","Litecoin#kucoin"
"kucoin","Oyster Pearl","Oyster Pearl#kucoin"
"kucoin","Bitcoin","Bitcoin#kucoin"
"kucoin","ETHLend","ETHLend#kucoin"
"kucoin","Bitcoin Cash","Bitcoin Cash#kucoin"
"kucoin","VeChain","VeChain#kucoin"
"kucoin","TrueFlip","TrueFlip#kucoin"
"kucoin","Elixir","Elixir#kucoin"
"kucoin","DigiByte","DigiByte#kucoin"
"kucoin","Change","Change#kucoin"
"kucoin","Quantstamp","Quantstamp#kucoin"
"kucoin","Publica","Publica#kucoin"
"kucoin","DeepOnion","DeepOnion#kucoin"
"kucoin","Flixxo","Flixxo#kucoin"
"kucoin","Decision Token","Decision Token#kucoin"
"kucoin","Substratum","Substratum#kucoin"
"kucoin","Achain","Achain#kucoin"
"kucoin","Power Ledger","Power Ledger#kucoin"
"kucoin","Bytom","Bytom#kucoin"
"kucoin","Asch","Asch#kucoin"
"kucoin","OmiseGO","OmiseGO#kucoin"
"kucoin","Aion","Aion#kucoin"
"kucoin","Modum","Modum#kucoin"
"kucoin","Qtum","Qtum#kucoin"
"kucoin","Walton","Walton#kucoin"
"kucoin","Solaris","Solaris#kucoin"
"kucoin","Request Network","Request Network#kucoin"
"kucoin","EOS","EOS#kucoin"
"kucoin","Dash","Dash#kucoin"
"kucoin","RChain","RChain#kucoin"
"kucoin","Kyber Network","Kyber Network#kucoin"
"kucoin","SONM","SONM#kucoin"
"kucoin","Monetha","Monetha#kucoin"
"kucoin","Unikoin Gold","Unikoin Gold#kucoin"
"kucoin","Ethereum Classic","Ethereum Classic#kucoin"
"kucoin","Civic","Civic#kucoin"
"kucoin","ClearPoll","ClearPoll#kucoin"
"kucoin","Status","Status#kucoin"
"kucoin","Everex","Everex#kucoin"
"kucoin","Ambrosus","Ambrosus#kucoin"
"kucoin","Nuls","Nuls#kucoin"
"kucoin","Gas","Gas#kucoin"
"kucoin","Genesis Vision","Genesis Vision#kucoin"
"kucoin","TenX","TenX#kucoin"
"kucoin","Populous","Populous#kucoin"
"kucoin","Raiden Network Token","Raiden Network Token#kucoin"
"kucoin","Hshare","Hshare#kucoin"
"kucoin","Bitcoin Gold","Bitcoin Gold#kucoin"
"kucoin","Stox","Stox#kucoin"
"kucoin","Pura","Pura#kucoin"
"kucoin","Neblio","Neblio#kucoin"
"kucoin","Revain","Revain#kucoin"
"kucoin","Bitcoin Diamond","Bitcoin Diamond#kucoin"
"kucoin","BlockMason Credit Protocol","BlockMason Credit Protocol#kucoin"
"kucoin","Confido","Confido#kucoin"
"coinegg","TRON","TRON#coinegg"
"coinegg","Ethereum","Ethereum#coinegg"
"coinegg","Bitcoin Cash","Bitcoin Cash#coinegg"
"coinegg","NEO","NEO#coinegg"
"coinegg","Qtum","Qtum#coinegg"
"coinegg","Ink","Ink#coinegg"
"coinegg","Litecoin","Litecoin#coinegg"
"coinegg","Lisk","Lisk#coinegg"
"coinegg","Dogecoin","Dogecoin#coinegg"
"coinegg","Vertcoin","Vertcoin#coinegg"
"coinegg","Ripple","Ripple#coinegg"
"coinegg","Energo","Energo#coinegg"
"coinegg","Nxt","Nxt#coinegg"
"coinegg","BitShares","BitShares#coinegg"
"coinegg","Ethereum Classic","Ethereum Classic#coinegg"
"coinegg","Asch","Asch#coinegg"
"coinegg","BlackCoin","BlackCoin#coinegg"
"coinegg","EarthCoin","EarthCoin#coinegg"
"coinegg","Primecoin","Primecoin#coinegg"
"coinegg","VeriCoin","VeriCoin#coinegg"
"coinegg","Stellar","Stellar#coinegg"
"coinegg","Zetacoin","Zetacoin#coinegg"
"coinegg","GameCredits","GameCredits#coinegg"
"aex","Bitcoin","Bitcoin#aex"
"aex","Nxt","Nxt#aex"
"aex","Ripple","Ripple#aex"
"aex","Ethereum","Ethereum#aex"
"aex","Litecoin","Litecoin#aex"
"aex","Bitcoin Cash","Bitcoin Cash#aex"
"aex","BitShares","BitShares#aex"
"aex","ZCoin","ZCoin#aex"
"aex","Dash","Dash#aex"
"aex","Ardor","Ardor#aex"
"aex","Dogecoin","Dogecoin#aex"
"aex","InfChain","InfChain#aex"
"aex","ETHLend","ETHLend#aex"
"aex","Ethereum Classic","Ethereum Classic#aex"
"aex","Stellar","Stellar#aex"
"aex","NEM","NEM#aex"
"aex","Primecoin","Primecoin#aex"
"aex","Datum","Datum#aex"
"aex","BitcoinX [Futures]","BitcoinX [Futures]#aex"
"aex","BlackCoin","BlackCoin#aex"
"aex","Aeternity","Aeternity#aex"
"aex","EarthCoin","EarthCoin#aex"
"aex","QASH","QASH#aex"
"aex","Cryptonite","Cryptonite#aex"
"aex","Status","Status#aex"
"aex","VPNCoin","VPNCoin#aex"
"aex","Bancor","Bancor#aex"
"aex","Bitcoin Diamond","Bitcoin Diamond#aex"
"aex","Syscoin","Syscoin#aex"
"aex","OmiseGO","OmiseGO#aex"
"aex","Super Bitcoin","Super Bitcoin#aex"
"aex","Civic","Civic#aex"
"aex","MergeCoin","MergeCoin#aex"
"aex","Riecoin","Riecoin#aex"
"aex","WorldCoin","WorldCoin#aex"
"aex","Quark","Quark#aex"
"aex","Megacoin","Megacoin#aex"
"aex","TagCoin","TagCoin#aex"
"itbit","Bitcoin","Bitcoin#itbit"
"livecoin","Ethereum","Ethereum#livecoin"
"livecoin","Bitcoin","Bitcoin#livecoin"
"livecoin","Bitcoin Cash","Bitcoin Cash#livecoin"
"livecoin","Lisk","Lisk#livecoin"
"livecoin","Litecoin","Litecoin#livecoin"
"livecoin","Dash","Dash#livecoin"
"livecoin","Monero","Monero#livecoin"
"livecoin","BitConnect","BitConnect#livecoin"
"livecoin","CloakCoin","CloakCoin#livecoin"
"livecoin","Nxt","Nxt#livecoin"
"livecoin","BitShares","BitShares#livecoin"
"livecoin","FirstCoin","FirstCoin#livecoin"
"livecoin","Shift","Shift#livecoin"
"livecoin","Stratis","Stratis#livecoin"
"livecoin","TerraNova","TerraNova#livecoin"
"livecoin","Dynamic Trading Rights","Dynamic Trading Rights#livecoin"
"livecoin","Waves","Waves#livecoin"
"livecoin","Emercoin","Emercoin#livecoin"
"livecoin","Syscoin","Syscoin#livecoin"
"livecoin","Chronobank","Chronobank#livecoin"
"livecoin","Voxels","Voxels#livecoin"
"livecoin","Soarcoin","Soarcoin#livecoin"
"livecoin","MonaCoin","MonaCoin#livecoin"
"livecoin","MaidSafeCoin","MaidSafeCoin#livecoin"
"livecoin","MinexCoin","MinexCoin#livecoin"
"livecoin","Karbo","Karbo#livecoin"
"livecoin","Dogecoin","Dogecoin#livecoin"
"livecoin","DigiByte","DigiByte#livecoin"
"livecoin","Spectrecoin","Spectrecoin#livecoin"
"livecoin","Creditbit","Creditbit#livecoin"
"livecoin","DubaiCoin","DubaiCoin#livecoin"
"livecoin","Eroscoin","Eroscoin#livecoin"
"livecoin","TechShares","TechShares#livecoin"
"livecoin","Moin","Moin#livecoin"
"livecoin","SIBCoin","SIBCoin#livecoin"
"livecoin","Curecoin","Curecoin#livecoin"
"livecoin","Sexcoin","Sexcoin#livecoin"
"livecoin","Open Trading Network","Open Trading Network#livecoin"
"livecoin","EOS","EOS#livecoin"
"livecoin","BitSend","BitSend#livecoin"
"livecoin","NEO","NEO#livecoin"
"livecoin","NEM","NEM#livecoin"
"livecoin","TransferCoin","TransferCoin#livecoin"
"livecoin","Sumokoin","Sumokoin#livecoin"
"livecoin","Burst","Burst#livecoin"
"livecoin","VeriCoin","VeriCoin#livecoin"
"livecoin","Uquid Coin","Uquid Coin#livecoin"
"livecoin","Peercoin","Peercoin#livecoin"
"livecoin","Incent","Incent#livecoin"
"livecoin","Viberate","Viberate#livecoin"
"livecoin","BlackCoin","BlackCoin#livecoin"
"livecoin","GOLD Reward Token","GOLD Reward Token#livecoin"
"livecoin","Oxycoin","Oxycoin#livecoin"
"livecoin","Quantum","Quantum#livecoin"
"livecoin","PoSW Coin","PoSW Coin#livecoin"
"livecoin","Xaurum","Xaurum#livecoin"
"livecoin","VeriumReserve","VeriumReserve#livecoin"
"livecoin","Diamond","Diamond#livecoin"
"livecoin","Polybius","Polybius#livecoin"
"livecoin","Capricoin","Capricoin#livecoin"
"livecoin","Qtum","Qtum#livecoin"
"livecoin","Civic","Civic#livecoin"
"livecoin","GameCredits","GameCredits#livecoin"
"livecoin","Yocoin","Yocoin#livecoin"
"livecoin","Status","Status#livecoin"
"livecoin","Wi Coin","Wi Coin#livecoin"
"livecoin","PIVX","PIVX#livecoin"
"livecoin","Paragon","Paragon#livecoin"
"livecoin","Centra","Centra#livecoin"
"livecoin","Iconomi","Iconomi#livecoin"
"livecoin","RouletteToken","RouletteToken#livecoin"
"livecoin","TenX","TenX#livecoin"
"livecoin","Namecoin","Namecoin#livecoin"
"livecoin","EventChain","EventChain#livecoin"
"livecoin","OBITS","OBITS#livecoin"
"livecoin","SolarCoin","SolarCoin#livecoin"
"livecoin","Golos","Golos#livecoin"
"livecoin","OmiseGO","OmiseGO#livecoin"
"livecoin","Novacoin","Novacoin#livecoin"
"livecoin","Groestlcoin","Groestlcoin#livecoin"
"livecoin","MobileGo","MobileGo#livecoin"
"livecoin","SportyFi","SportyFi#livecoin"
"livecoin","Enjin Coin","Enjin Coin#livecoin"
"livecoin","E-Dinar Coin","E-Dinar Coin#livecoin"
"livecoin","Minereum","Minereum#livecoin"
"livecoin","Monaco","Monaco#livecoin"
"livecoin","FunFair","FunFair#livecoin"
"livecoin","Macro","Macro#livecoin"
"livecoin","Rialto","Rialto#livecoin"
"livecoin","Hive","Hive#livecoin"
"livecoin","Propy","Propy#livecoin"
"livecoin","Espers","Espers#livecoin"
"livecoin","Adzcoin","Adzcoin#livecoin"
"livecoin","Fastcoin","Fastcoin#livecoin"
"livecoin","Bata","Bata#livecoin"
"livecoin","FUNCoin","FUNCoin#livecoin"
"livecoin","LEOcoin","LEOcoin#livecoin"
"livecoin","EncryptoTel [ETH]","EncryptoTel [ETH]#livecoin"
"livecoin","CryptoCarbon","CryptoCarbon#livecoin"
"livecoin","Matchpool","Matchpool#livecoin"
"livecoin","Dimecoin","Dimecoin#livecoin"
"livecoin","ArcticCoin","ArcticCoin#livecoin"
"livecoin","BlueCoin","BlueCoin#livecoin"
"livecoin","Peerplays","Peerplays#livecoin"
"livecoin","Avoncoin","Avoncoin#livecoin"
"livecoin","Veros","Veros#livecoin"
"livecoin","Decision Token","Decision Token#livecoin"
"livecoin","Wings","Wings#livecoin"
"livecoin","Helleniccoin","Helleniccoin#livecoin"
"livecoin","ATMChain","ATMChain#livecoin"
"livecoin","iExec RLC","iExec RLC#livecoin"
"livecoin","DynamicCoin","DynamicCoin#livecoin"
"livecoin","InsaneCoin","InsaneCoin#livecoin"
"livecoin","TrueFlip","TrueFlip#livecoin"
"livecoin","Voise","Voise#livecoin"
"livecoin","Storj","Storj#livecoin"
"livecoin","PutinCoin","PutinCoin#livecoin"
"livecoin","Elcoin","Elcoin#livecoin"
"livecoin","Ethos","Ethos#livecoin"
"livecoin","ReeCoin","ReeCoin#livecoin"
"livecoin","PostCoin","PostCoin#livecoin"
"livecoin","GoldBlocks","GoldBlocks#livecoin"
"livecoin","TaaS","TaaS#livecoin"
"livecoin","Eternity","Eternity#livecoin"
"livecoin","MojoCoin","MojoCoin#livecoin"
"livecoin","LandCoin","LandCoin#livecoin"
"livecoin","CrevaCoin","CrevaCoin#livecoin"
"livecoin","Master Swiscoin","Master Swiscoin#livecoin"
"livecoin","Abncoin","Abncoin#livecoin"
"livecoin","FinCoin","FinCoin#livecoin"
"livecoin","Bitpark Coin","Bitpark Coin#livecoin"
"livecoin","Augur","Augur#livecoin"
"livecoin","Vault Coin","Vault Coin#livecoin"
"livecoin","BitBar","BitBar#livecoin"
"livecoin","Chronologic","Chronologic#livecoin"
"livecoin","vSlice","vSlice#livecoin"
"livecoin","Flixxo","Flixxo#livecoin"
"livecoin","Unity Ingot","Unity Ingot#livecoin"
"livecoin","TrumpCoin","TrumpCoin#livecoin"
"livecoin","Zilbercoin","Zilbercoin#livecoin"
"livecoin","Rawcoin","Rawcoin#livecoin"
"livecoin","Gnosis","Gnosis#livecoin"
"livecoin","TokenCard","TokenCard#livecoin"
"livecoin","EncryptoTel [WAVES]","EncryptoTel [WAVES]#livecoin"
"livecoin","AllSafe","AllSafe#livecoin"
"livecoin","WeTrust","WeTrust#livecoin"
"livecoin","DIBCOIN","DIBCOIN#livecoin"
"livecoin","MicroMoney","MicroMoney#livecoin"
"livecoin","SingularDTV","SingularDTV#livecoin"
"livecoin","UNCoin","UNCoin#livecoin"
"livecoin","First Bitcoin","First Bitcoin#livecoin"
"livecoin","Luna Coin","Luna Coin#livecoin"
"livecoin","42-coin","42-coin#livecoin"
"livecoin","Melon","Melon#livecoin"
"livecoin","Dollar Online","Dollar Online#livecoin"
"livecoin","Artex Coin","Artex Coin#livecoin"
"livecoin","UniversalRoyalCoin","UniversalRoyalCoin#livecoin"
"livecoin","President Trump","President Trump#livecoin"
"livecoin","iTicoin","iTicoin#livecoin"
"livecoin","PiplCoin","PiplCoin#livecoin"
"livecoin","Rubies","Rubies#livecoin"
"btc-markets","Ripple","Ripple#btc-markets"
"btc-markets","Bitcoin","Bitcoin#btc-markets"
"btc-markets","Ethereum","Ethereum#btc-markets"
"btc-markets","Litecoin","Litecoin#btc-markets"
"btc-markets","Bitcoin Cash","Bitcoin Cash#btc-markets"
"btc-markets","Ethereum Classic","Ethereum Classic#btc-markets"
"bcc-exchange","BitConnect","BitConnect#bcc-exchange"
"bitgrail","RaiBlocks","RaiBlocks#bitgrail"
"bitgrail","Ethereum","Ethereum#bitgrail"
"bitgrail","Litecoin","Litecoin#bitgrail"
"bitgrail","Bitcoin Cash","Bitcoin Cash#bitgrail"
"bitgrail","Dogecoin","Dogecoin#bitgrail"
"bitgrail","CryptoForecast","CryptoForecast#bitgrail"
"bitgrail","Creativecoin","Creativecoin#bitgrail"
"bibox","Bibox Token","Bibox Token#bibox"
"bibox","Bytom","Bytom#bibox"
"bibox","IoT Chain","IoT Chain#bibox"
"bibox","Raiden Network Token","Raiden Network Token#bibox"
"bibox","CyberMiles","CyberMiles#bibox"
"bibox","Maker","Maker#bibox"
"bibox","ETHLend","ETHLend#bibox"
"bibox","Time New Bank","Time New Bank#bibox"
"bibox","aelf","aelf#bibox"
"bibox","Bitcoin","Bitcoin#bibox"
"bibox","EOS","EOS#bibox"
"bibox","Decentraland","Decentraland#bibox"
"bibox","Ethereum","Ethereum#bibox"
"bibox","Super Bitcoin","Super Bitcoin#bibox"
"bibox","ProChain","ProChain#bibox"
"bibox","Bitcoin Cash","Bitcoin Cash#bibox"
"bibox","Litecoin","Litecoin#bibox"
"bibox","Ethereum Classic","Ethereum Classic#bibox"
"wex","Bitcoin","Bitcoin#wex"
"wex","Ethereum","Ethereum#wex"
"wex","Litecoin","Litecoin#wex"
"wex","Bitcoin Cash","Bitcoin Cash#wex"
"wex","Dash","Dash#wex"
"wex","Zcash","Zcash#wex"
"wex","Peercoin","Peercoin#wex"
"wex","Namecoin","Namecoin#wex"
"wex","Novacoin","Novacoin#wex"
"bitbank","Ripple","Ripple#bitbank"
"bitbank","Bitcoin","Bitcoin#bitbank"
"bitbank","Bitcoin Cash","Bitcoin Cash#bitbank"
"bitbank","MonaCoin","MonaCoin#bitbank"
"bitbank","Ethereum","Ethereum#bitbank"
"bitbank","Litecoin","Litecoin#bitbank"
